timestamp,node_id,pressure_kpa,temp_c,flow_m3h,volume_m3,std_volume_m3,balance_error,anomaly_label,model,y_true,score,pred
2026-05-01 00:14:00,S1,404.03,15.0,241.58,10508.37,9877.87,0.211,0,Autoencoder,0,0.038,0
2026-05-01 00:14:00,S1,404.03,15.0,241.58,10508.37,9877.87,0.211,0,Kalman,0,0,0
2026-05-01 00:14:00,S1,404.03,15.0,241.58,10508.37,9877.87,0.211,0,DoubleControl,0,0.088,0
2026-05-01 00:15:00,S1,405.4,15.0,243.41,10512.85,9882.08,-0.233,0,IsolationForest,0,0.041,0
2026-05-01 00:15:00,S1,405.4,15.0,243.41,10512.85,9882.08,-0.233,0,DBSCAN,0,0,0
2026-05-01 00:15:00,S1,405.4,15.0,243.41,10512.85,9882.08,-0.233,0,Autoencoder,0,0.1,0
2026-05-01 00:15:00,S1,405.4,15.0,243.41,10512.85,9882.08,-0.233,0,Kalman,0,0,0
2026-05-01 00:15:00,S1,405.4,15.0,243.41,10512.85,9882.08,-0.233,0,DoubleControl,0,0.124,0
2026-05-01 00:16:00,S1,404.59,15.0,238.43,10515.58,9884.65,-0.054,0,IsolationForest,0,0.074,0
2026-05-01 00:16:00,S1,404.59,15.0,238.43,10515.58,9884.65,-0.054,0,DBSCAN,0,0.194,0
2026-05-01 00:16:00,S1,404.59,15.0,238.43,10515.58,9884.65,-0.054,0,Autoencoder,0,0.086,0
2026-05-01 00:16:00,S1,404.59,15.0,238.43,10515.58,9884.65,-0.054,0,Kalman,0,0.118,0
2026-05-01 00:16:00,S1,404.59,15.0,238.43,10515.58,9884.65,-0.054,0,DoubleControl,0,0.138,0
2026-05-01 00:17:00,S1,404.65,15.0,239.35,10519.82,9888.63,0.039,0,IsolationForest,0,0.099,0
2026-05-01 00:17:00,S1,404.65,15.0,239.35,10519.82,9888.63,0.039,0,DBSCAN,0,0,0
2026-05-01 00:17:00,S1,404.65,15.0,239.35,10519.82,9888.63,0.039,0,Autoencoder,0,0,0
2026-05-01 00:17:00,S1,404.65,15.0,239.35,10519.82,9888.63,0.039,0,Kalman,0,0.048,0
2026-05-01 00:17:00,S1,404.65,15.0,239.35,10519.82,9888.63,0.039,0,DoubleControl,0,0.023,0
2026-05-01 00:18:00,S1,405.06,15.0,240.5,10524.15,9892.7,0.034,0,IsolationForest,0,0.107,0
2026-05-01 00:18:00,S1,405.06,15.0,240.5,10524.15,9892.7,0.034,0,DBSCAN,0,0.035,0
2026-05-01 00:18:00,S1,405.06,15.0,240.5,10524.15,9892.7,0.034,0,Autoencoder,0,0,0
2026-05-01 00:18:00,S1,405.06,15.0,240.5,10524.15,9892.7,0.034,0,Kalman,0,0.09,0
2026-05-01 00:18:00,S1,405.06,15.0,240.5,10524.15,9892.7,0.034,0,DoubleControl,0,0.073,0
2026-05-01 00:19:00,S1,403.99,15.0,241.47,10528.47,9896.76,0.174,0,IsolationForest,0,0,0
2026-05-01 00:19:00,S1,403.99,15.0,241.47,10528.47,9896.76,0.174,0,DBSCAN,0,0.193,0
2026-05-01 00:19:00,S1,403.99,15.0,241.47,10528.47,9896.76,0.174,0,Autoencoder,0,0.084,0
2026-05-01 00:19:00,S1,403.99,15.0,241.47,10528.47,9896.76,0.174,0,Kalman,0,0.095,0
2026-05-01 00:19:00,S1,403.99,15.0,241.47,10528.47,9896.76,0.174,0,DoubleControl,0,0.13,0
2026-05-01 00:20:00,S1,404.21,15.0,239.51,10531.84,9899.93,0.132,0,IsolationForest,0,0,0
2026-05-01 00:20:00,S1,404.21,15.0,239.51,10531.84,9899.93,0.132,0,DBSCAN,0,0.232,0
2026-05-01 00:20:00,S1,404.21,15.0,239.51,10531.84,9899.93,0.132,0,Autoencoder,0,0.097,0
2026-05-01 00:20:00,S1,404.21,15.0,239.51,10531.84,9899.93,0.132,0,Kalman,0,0.241,0
2026-05-01 00:20:00,S1,404.21,15.0,239.51,10531.84,9899.93,0.132,0,DoubleControl,0,0.031,0
2026-05-01 00:21:00,S1,404.86,15.0,237.19,10535.02,9902.92,-0.161,0,IsolationForest,0,0.081,0
2026-05-01 00:21:00,S1,404.86,15.0,237.19,10535.02,9902.92,-0.161,0,DBSCAN,0,0,0
2026-05-01 00:21:00,S1,404.86,15.0,237.19,10535.02,9902.92,-0.161,0,Autoencoder,0,0.127,0
2026-05-01 00:21:00,S1,404.86,15.0,237.19,10535.02,9902.92,-0.161,0,Kalman,0,0.065,0
2026-05-01 00:21:00,S1,404.86,15.0,237.19,10535.02,9902.92,-0.161,0,DoubleControl,0,0.028,0
2026-05-01 00:22:00,S1,403.64,15.0,238.31,10539.38,9907.02,-0.139,0,IsolationForest,0,0,0
2026-05-01 00:22:00,S1,403.64,15.0,238.31,10539.38,9907.02,-0.139,0,DBSCAN,0,0.143,0
2026-05-01 00:22:00,S1,403.64,15.0,238.31,10539.38,9907.02,-0.139,0,Autoencoder,0,0.031,0
2026-05-01 00:22:00,S1,403.64,15.0,238.31,10539.38,9907.02,-0.139,0,Kalman,0,0.074,0
2026-05-01 00:22:00,S1,403.64,15.0,238.31,10539.38,9907.02,-0.139,0,DoubleControl,0,0.116,0
2026-05-01 00:23:00,S1,404.14,15.0,240.46,10544.18,9911.53,0.009,0,IsolationForest,0,0,0
2026-05-01 00:23:00,S1,404.14,15.0,240.46,10544.18,9911.53,0.009,0,DBSCAN,0,0.065,0
2026-05-01 00:23:00,S1,404.14,15.0,240.46,10544.18,9911.53,0.009,0,Autoencoder,0,0.085,0
2026-05-01 00:23:00,S1,404.14,15.0,240.46,10544.18,9911.53,0.009,0,Kalman,0,0.088,0
2026-05-01 00:23:00,S1,404.14,15.0,240.46,10544.18,9911.53,0.009,0,DoubleControl,0,0.054,0
2026-05-01 00:24:00,S1,404.13,15.0,237.24,10546.9,9914.08,0.046,0,IsolationForest,0,0.037,0
2026-05-01 00:24:00,S1,404.13,15.0,237.24,10546.9,9914.08,0.046,0,DBSCAN,0,0.009,0
2026-05-01 00:24:00,S1,404.13,15.0,237.24,10546.9,9914.08,0.046,0,Autoencoder,0,0.136,0
2026-05-01 00:24:00,S1,404.13,15.0,237.24,10546.9,9914.08,0.046,0,Kalman,0,0.123,0
2026-05-01 00:24:00,S1,404.13,15.0,237.24,10546.9,9914.08,0.046,0,DoubleControl,0,0.009,0
2026-05-01 00:25:00,S1,405.51,15.0,242.66,10553.11,9919.92,-0.047,0,IsolationForest,0,0.098,0
2026-05-01 00:25:00,S1,405.51,15.0,242.66,10553.11,9919.92,-0.047,0,DBSCAN,0,0,0
2026-05-01 00:25:00,S1,405.51,15.0,242.66,10553.11,9919.92,-0.047,0,Autoencoder,0,0,0
2026-05-01 00:25:00,S1,405.51,15.0,242.66,10553.11,9919.92,-0.047,0,Kalman,0,0,0
2026-05-01 00:25:00,S1,405.51,15.0,242.66,10553.11,9919.92,-0.047,0,DoubleControl,0,0.014,0
2026-05-01 00:26:00,S1,403.17,15.0,244.63,10558.01,9924.53,-0.062,0,IsolationForest,0,0.019,0
2026-05-01 00:26:00,S1,403.17,15.0,244.63,10558.01,9924.53,-0.062,0,DBSCAN,0,0,0
2026-05-01 00:26:00,S1,403.17,15.0,244.63,10558.01,9924.53,-0.062,0,Autoencoder,0,0,0
2026-05-01 00:26:00,S1,403.17,15.0,244.63,10558.01,9924.53,-0.062,0,Kalman,0,0.135,0
2026-05-01 00:26:00,S1,403.17,15.0,244.63,10558.01,9924.53,-0.062,0,DoubleControl,0,0.019,0
2026-05-01 00:27:00,S1,403.75,15.0,241.1,10560.5,9926.87,0.007,0,IsolationForest,0,0,0
2026-05-01 00:27:00,S1,403.75,15.0,241.1,10560.5,9926.87,0.007,0,DBSCAN,0,0.387,0
2026-05-01 00:27:00,S1,403.75,15.0,241.1,10560.5,9926.87,0.007,0,Autoencoder,0,0.096,0
2026-05-01 00:27:00,S1,403.75,15.0,241.1,10560.5,9926.87,0.007,0,Kalman,0,0,0
2026-05-01 00:27:00,S1,403.75,15.0,241.1,10560.5,9926.87,0.007,0,DoubleControl,0,0.011,0
2026-05-01 00:28:00,S1,405.52,15.0,238.68,10563.38,9929.58,-0.116,0,IsolationForest,0,0.216,0
2026-05-01 00:28:00,S1,405.52,15.0,238.68,10563.38,9929.58,-0.116,0,DBSCAN,0,0,0
2026-05-01 00:28:00,S1,405.52,15.0,238.68,10563.38,9929.58,-0.116,0,Autoencoder,0,0,0
2026-05-01 00:28:00,S1,405.52,15.0,238.68,10563.38,9929.58,-0.116,0,Kalman,0,0.045,0
2026-05-01 00:28:00,S1,405.52,15.0,238.68,10563.38,9929.58,-0.116,0,DoubleControl,0,0,0
2026-05-01 00:29:00,S1,405.76,15.0,241.89,10568.91,9934.78,0.318,0,IsolationForest,0,0.169,0
2026-05-01 00:29:00,S1,405.76,15.0,241.89,10568.91,9934.78,0.318,0,DBSCAN,0,0,0
2026-05-01 00:29:00,S1,405.76,15.0,241.89,10568.91,9934.78,0.318,0,Autoencoder,0,0,0
2026-05-01 00:29:00,S1,405.76,15.0,241.89,10568.91,9934.78,0.318,0,Kalman,0,0.154,0
2026-05-01 00:29:00,S1,405.76,15.0,241.89,10568.91,9934.78,0.318,0,DoubleControl,0,0.028,0
2026-05-01 00:30:00,S1,405.39,15.0,240.89,10572.44,9938.1,-0.003,0,IsolationForest,0,0,0
2026-05-01 00:30:00,S1,405.39,15.0,240.89,10572.44,9938.1,-0.003,0,DBSCAN,0,0,0
2026-05-01 00:30:00,S1,405.39,15.0,240.89,10572.44,9938.1,-0.003,0,Autoencoder,0,0,0
2026-05-01 00:30:00,S1,405.39,15.0,240.89,10572.44,9938.1,-0.003,0,Kalman,0,0,0
2026-05-01 00:30:00,S1,405.39,15.0,240.89,10572.44,9938.1,-0.003,0,DoubleControl,0,0,0
2026-05-01 00:31:00,S1,405.77,15.0,243.09,10577.6,9942.94,0.216,0,IsolationForest,0,0,0
2026-05-01 00:31:00,S1,405.77,15.0,243.09,10577.6,9942.94,0.216,0,DBSCAN,0,0.233,0
2026-05-01 00:31:00,S1,405.77,15.0,243.09,10577.6,9942.94,0.216,0,Autoencoder,0,0.029,0
2026-05-01 00:31:00,S1,405.77,15.0,243.09,10577.6,9942.94,0.216,0,Kalman,0,0,0
2026-05-01 00:31:00,S1,405.77,15.0,243.09,10577.6,9942.94,0.216,0,DoubleControl,0,0.066,0
2026-05-01 00:32:00,S1,404.31,15.0,240.4,10580.21,9945.4,0.097,0,IsolationForest,0,0.029,0
2026-05-01 00:32:00,S1,404.31,15.0,240.4,10580.21,9945.4,0.097,0,DBSCAN,0,0,0
2026-05-01 00:32:00,S1,404.31,15.0,240.4,10580.21,9945.4,0.097,0,Autoencoder,0,0.204,0
2026-05-01 00:32:00,S1,404.31,15.0,240.4,10580.21,9945.4,0.097,0,Kalman,0,0,0
2026-05-01 00:32:00,S1,404.31,15.0,240.4,10580.21,9945.4,0.097,0,DoubleControl,0,0.125,0
2026-05-01 00:33:00,S1,404.82,15.0,241.37,10584.75,9949.67,0.042,0,IsolationForest,0,0,0
2026-05-01 00:33:00,S1,404.82,15.0,241.37,10584.75,9949.67,0.042,0,DBSCAN,0,0,0
2026-05-01 00:33:00,S1,404.82,15.0,241.37,10584.75,9949.67,0.042,0,Autoencoder,0,0,0
2026-05-01 00:33:00,S1,404.82,15.0,241.37,10584.75,9949.67,0.042,0,Kalman,0,0,0
2026-05-01 00:33:00,S1,404.82,15.0,241.37,10584.75,9949.67,0.042,0,DoubleControl,0,0.051,0
2026-05-01 00:34:00,S1,404.22,15.0,240.71,10588.4,9953.1,0.054,0,IsolationForest,0,0.078,0
2026-05-01 00:34:00,S1,404.22,15.0,240.71,10588.4,9953.1,0.054,0,DBSCAN,0,0,0
2026-05-01 00:34:00,S1,404.22,15.0,240.71,10588.4,9953.1,0.054,0,Autoencoder,0,0.138,0
2026-05-01 00:34:00,S1,404.22,15.0,240.71,10588.4,9953.1,0.054,0,Kalman,0,0.053,0
2026-05-01 00:34:00,S1,404.22,15.0,240.71,10588.4,9953.1,0.054,0,DoubleControl,0,0,0
2026-05-01 00:35:00,S1,403.93,15.0,236.42,10589.91,9954.52,0.082,0,IsolationForest,0,0,0
2026-05-01 00:35:00,S1,403.93,15.0,236.42,10589.91,9954.52,0.082,0,DBSCAN,0,0,0
2026-05-01 00:35:00,S1,403.93,15.0,236.42,10589.91,9954.52,0.082,0,Autoencoder,0,0.175,0
2026-05-01 00:35:00,S1,403.93,15.0,236.42,10589.91,9954.52,0.082,0,Kalman,0,0.08,0
2026-05-01 00:35:00,S1,403.93,15.0,236.42,10589.91,9954.52,0.082,0,DoubleControl,0,0.057,0
2026-05-01 00:36:00,S1,404.74,15.0,242.61,10597.57,9961.71,-0.036,0,IsolationForest,0,0.108,0
2026-05-01 00:36:00,S1,404.74,15.0,242.61,10597.57,9961.71,-0.036,0,DBSCAN,0,0,0
2026-05-01 00:36:00,S1,404.74,15.0,242.61,10597.57,9961.71,-0.036,0,Autoencoder,0,0,0
2026-05-01 00:36:00,S1,404.74,15.0,242.61,10597.57,9961.71,-0.036,0,Kalman,0,0.159,0
2026-05-01 00:36:00,S1,404.74,15.0,242.61,10597.57,9961.71,-0.036,0,DoubleControl,0,0.06,0
2026-05-01 00:37:00,S1,404.55,15.0,236.42,10597.79,9961.92,0.174,0,IsolationForest,0,0.12,0
2026-05-01 00:37:00,S1,404.55,15.0,236.42,10597.79,9961.92,0.174,0,DBSCAN,0,0.132,0
2026-05-01 00:37:00,S1,404.55,15.0,236.42,10597.79,9961.92,0.174,0,Autoencoder,0,0.116,0
2026-05-01 00:37:00,S1,404.55,15.0,236.42,10597.79,9961.92,0.174,0,Kalman,0,0.028,0
2026-05-01 00:37:00,S1,404.55,15.0,236.42,10597.79,9961.92,0.174,0,DoubleControl,0,0,0
2026-05-01 00:38:00,S1,404.25,15.0,240.15,10604.1,9967.85,-0.046,0,IsolationForest,0,0.103,0
2026-05-01 00:38:00,S1,404.25,15.0,240.15,10604.1,9967.85,-0.046,0,DBSCAN,0,0.116,0
2026-05-01 00:38:00,S1,404.25,15.0,240.15,10604.1,9967.85,-0.046,0,Autoencoder,0,0.209,0
2026-05-01 00:38:00,S1,404.25,15.0,240.15,10604.1,9967.85,-0.046,0,Kalman,0,0,0
2026-05-01 00:38:00,S1,404.25,15.0,240.15,10604.1,9967.85,-0.046,0,DoubleControl,0,0.019,0
2026-05-01 00:39:00,S1,405.46,15.0,241.12,10608.73,9972.2,-0.217,0,IsolationForest,0,0,0
2026-05-01 00:39:00,S1,405.46,15.0,241.12,10608.73,9972.2,-0.217,0,DBSCAN,0,0,0
2026-05-01 00:39:00,S1,405.46,15.0,241.12,10608.73,9972.2,-0.217,0,Autoencoder,0,0,0
2026-05-01 00:39:00,S1,405.46,15.0,241.12,10608.73,9972.2,-0.217,0,Kalman,0,0.061,0
2026-05-01 00:39:00,S1,405.46,15.0,241.12,10608.73,9972.2,-0.217,0,DoubleControl,0,0.117,0
2026-05-01 00:40:00,S1,404.62,15.0,241.72,10613.15,9976.36,-0.045,0,IsolationForest,0,0.006,0
2026-05-01 00:40:00,S1,404.62,15.0,241.72,10613.15,9976.36,-0.045,0,DBSCAN,0,0,0
2026-05-01 00:40:00,S1,404.62,15.0,241.72,10613.15,9976.36,-0.045,0,Autoencoder,0,0,0
2026-05-01 00:40:00,S1,404.62,15.0,241.72,10613.15,9976.36,-0.045,0,Kalman,0,0.109,0
2026-05-01 00:40:00,S1,404.62,15.0,241.72,10613.15,9976.36,-0.045,0,DoubleControl,0,0.048,0
2026-05-01 00:41:00,S1,404.84,15.0,240.99,10616.68,9979.68,0.104,0,IsolationForest,0,0,0
2026-05-01 00:41:00,S1,404.84,15.0,240.99,10616.68,9979.68,0.104,0,DBSCAN,0,0.052,0
2026-05-01 00:41:00,S1,404.84,15.0,240.99,10616.68,9979.68,0.104,0,Autoencoder,0,0.015,0
2026-05-01 00:41:00,S1,404.84,15.0,240.99,10616.68,9979.68,0.104,0,Kalman,0,0.025,0
2026-05-01 00:41:00,S1,404.84,15.0,240.99,10616.68,9979.68,0.104,0,DoubleControl,0,0,0
2026-05-01 00:42:00,S1,405.2,15.0,240.05,10620.04,9982.83,-0.065,0,IsolationForest,0,0.232,0
2026-05-01 00:42:00,S1,405.2,15.0,240.05,10620.04,9982.83,-0.065,0,DBSCAN,0,0.223,0
2026-05-01 00:42:00,S1,405.2,15.0,240.05,10620.04,9982.83,-0.065,0,Autoencoder,0,0.281,0
2026-05-01 00:42:00,S1,405.2,15.0,240.05,10620.04,9982.83,-0.065,0,Kalman,0,0.002,0
2026-05-01 00:42:00,S1,405.2,15.0,240.05,10620.04,9982.83,-0.065,0,DoubleControl,0,0.062,0
2026-05-01 00:43:00,S1,405.51,15.0,237.09,10621.91,9984.6,-0.319,0,IsolationForest,0,0,0
2026-05-01 00:43:00,S1,405.51,15.0,237.09,10621.91,9984.6,-0.319,0,DBSCAN,0,0,0
2026-05-01 00:43:00,S1,405.51,15.0,237.09,10621.91,9984.6,-0.319,0,Autoencoder,0,0.062,0
2026-05-01 00:43:00,S1,405.51,15.0,237.09,10621.91,9984.6,-0.319,0,Kalman,0,0.08,0
2026-05-01 00:43:00,S1,405.51,15.0,237.09,10621.91,9984.6,-0.319,0,DoubleControl,0,0.158,0
2026-05-01 00:44:00,S1,404.28,15.0,241.9,10629.39,9991.63,0.111,0,IsolationForest,0,0.193,0
2026-05-01 00:44:00,S1,404.28,15.0,241.9,10629.39,9991.63,0.111,0,DBSCAN,0,0.138,0
2026-05-01 00:44:00,S1,404.28,15.0,241.9,10629.39,9991.63,0.111,0,Autoencoder,0,0,0
2026-05-01 00:44:00,S1,404.28,15.0,241.9,10629.39,9991.63,0.111,0,Kalman,0,0.013,0
2026-05-01 00:44:00,S1,404.28,15.0,241.9,10629.39,9991.63,0.111,0,DoubleControl,0,0.008,0
2026-05-01 00:45:00,S1,403.9,15.0,240.59,10632.44,9994.5,-0.017,0,IsolationForest,0,0.151,0
2026-05-01 00:45:00,S1,403.9,15.0,240.59,10632.44,9994.5,-0.017,0,DBSCAN,0,0,0
2026-05-01 00:45:00,S1,403.9,15.0,240.59,10632.44,9994.5,-0.017,0,Autoencoder,0,0,0
2026-05-01 00:45:00,S1,403.9,15.0,240.59,10632.44,9994.5,-0.017,0,Kalman,0,0.003,0
2026-05-01 00:45:00,S1,403.9,15.0,240.59,10632.44,9994.5,-0.017,0,DoubleControl,0,0.006,0
2026-05-01 00:46:00,S1,405.33,15.0,239.1,10635.31,9997.19,-0.205,0,IsolationForest,0,0.094,0
2026-05-01 00:46:00,S1,405.33,15.0,239.1,10635.31,9997.19,-0.205,0,DBSCAN,0,0.214,0
2026-05-01 00:46:00,S1,405.33,15.0,239.1,10635.31,9997.19,-0.205,0,Autoencoder,0,0.257,0
2026-05-01 00:46:00,S1,405.33,15.0,239.1,10635.31,9997.19,-0.205,0,Kalman,0,0,0
2026-05-01 00:46:00,S1,405.33,15.0,239.1,10635.31,9997.19,-0.205,0,DoubleControl,0,0.026,0
2026-05-01 00:47:00,S1,406.42,15.0,240.48,10640.38,10001.95,0.177,0,IsolationForest,0,0.033,0
2026-05-01 00:47:00,S1,406.42,15.0,240.48,10640.38,10001.95,0.177,0,DBSCAN,0,0.391,0
